# #stocks, #noise, #price, #walk, #kn, #action
58762,2,0,0,0,sell
58764,-1,-0.02,2,3,buy
58763,2,0.07,1,2,sell
58767,1,-0.030000000000000006,3,7,sell
58768,-2,-0.06000000000000001,4,8,buy
58767,-1,0.05,2,6,buy
58766,1,0.07,1,5,sell
58767,1,-0.020000000000000004,2,6,sell
58768,-1,-0.030000000000000006,3,7,buy
58767,-1,0.04,2,6,buy
58766,-1,0.07,1,5,buy
58765,-1,0.09,0,4,buy
58764,1,0.13999999999999999,-1,3,sell
58765,1,0.08,0,4,sell
58766,1,0.03,1,5,sell
58767,-1,-0.020000000000000004,2,6,buy
58766,-2,0.07,1,5,buy
58765,-2,0.09999999999999999,-1,3,buy
58763,-1,0.15,-3,0,buy
58762,1,0.18000000000000002,-4,-1,sell
58763,1,0.08,-3,0,sell
58764,-1,0.060000000000000005,-2,1,buy
58763,1,0.13999999999999999,-3,0,sell
58764,1,0.08,-2,1,sell
58765,-2,0.03,-1,2,buy
58764,-1,0.09999999999999999,-3,0,buy
58763,1,0.13999999999999999,-4,-1,sell
58764,-1,0.08,-3,0,buy
58763,-1,0.13999999999999999,-4,-1,buy
58762,-1,0.15,-5,-2,buy
58761,1,0.19000000000000003,-6,-3,sell
58762,-1,0.12999999999999998,-5,-2,buy
58761,-2,0.19000000000000003,-6,-3,buy
58760,-1,0.24000000000000007,-8,-5,buy
58759,1,0.25000000000000006,-9,-6,sell
58760,-1,0.18,-8,-5,buy
58759,-1,0.25000000000000006,-9,-6,buy
58758,1,0.26000000000000006,-10,-7,sell
58759,-1,0.18,-9,-6,buy
58758,1,0.25000000000000006,-10,-7,sell
58759,2,0.18,-9,-6,sell
58761,1,0.12999999999999995,-7,-3,sell
58762,1,0.07999999999999997,-6,-2,sell
58763,-1,0.06999999999999998,-5,-1,buy
58762,-1,0.13999999999999996,-6,-2,buy
58761,1,0.19,-7,-3,sell
58762,1,0.12999999999999995,-6,-2,sell
58763,1,0.07999999999999997,-5,-1,sell
58764,1,0.05999999999999998,-4,0,sell
58765,-1,0.02999999999999997,-3,1,buy
58764,1,0.08999999999999997,-4,0,sell
58765,1,0.02999999999999997,-3,1,sell
58766,-1,0.01999999999999997,-2,2,buy
58765,1,0.08999999999999997,-3,1,sell
58766,2,0.02999999999999997,-2,2,sell
58768,-1,-0.030000000000000034,0,5,buy
58767,-1,0.03999999999999997,-1,4,buy
58766,-2,0.06999999999999998,-2,3,buy
58765,-1,0.09999999999999996,-4,1,buy
58764,-1,0.13999999999999996,-5,0,buy
58763,-1,0.14999999999999997,-6,-1,buy
58762,1,0.18,-7,-2,sell
58763,1,0.07999999999999997,-6,-1,sell
58764,-1,0.05999999999999998,-5,0,buy
58763,-1,0.13999999999999996,-6,-1,buy
58762,2,0.14999999999999997,-7,-2,sell
58763,-2,0.06999999999999998,-5,0,buy
58762,-1,0.14999999999999997,-7,-2,buy
58761,1,0.19,-8,-3,sell
58762,-1,0.12999999999999995,-7,-2,buy
58761,2,0.19,-8,-3,sell
58762,1,0.11999999999999995,-6,-1,sell
58763,-1,0.07999999999999997,-5,0,buy
58762,-1,0.13999999999999996,-6,-1,buy
58761,2,0.19,-7,-2,sell
58762,1,0.11999999999999995,-5,0,sell
58763,-2,0.07999999999999997,-4,1,buy
58762,1,0.14999999999999997,-6,-1,sell
58763,-2,0.07999999999999997,-5,0,buy
58762,-1,0.14999999999999997,-7,-2,buy
58761,-1,0.19,-8,-3,buy
58760,1,0.23000000000000004,-9,-4,sell
58761,2,0.13999999999999996,-8,-3,sell
58762,1,0.11999999999999995,-6,-1,sell
58763,2,0.07999999999999997,-5,0,sell
58764,-1,0.049999999999999975,-3,2,buy
58763,1,0.13999999999999996,-4,1,sell
58764,-2,0.07999999999999997,-3,2,buy
58762,-1,0.14999999999999997,-5,-1,buy
58761,-2,0.19,-6,-2,buy
58760,-2,0.24000000000000005,-8,-4,buy
58758,1,0.26000000000000006,-10,-7,sell
58759,-4,0.18,-9,-6,buy
58758,1,0.2800000000000001,-13,-10,sell
58759,1,0.18,-12,-9,sell
58760,2,0.13999999999999996,-11,-8,sell
58761,-1,0.11999999999999995,-9,-6,buy
58760,-1,0.19,-10,-7,buy
58759,-1,0.23000000000000004,-11,-8,buy
58758,1,0.25000000000000006,-12,-9,sell
58759,1,0.18,-11,-8,sell
58760,1,0.13999999999999996,-10,-7,sell
58761,-1,0.12999999999999995,-9,-6,buy
58760,1,0.19,-10,-7,sell
58761,1,0.12999999999999995,-9,-6,sell
58762,1,0.07999999999999997,-8,-5,sell
58763,1,0.06999999999999998,-7,-4,sell
58764,-1,0.05999999999999998,-6,-3,buy
58763,1,0.13999999999999996,-7,-4,sell
58764,-1,0.07999999999999997,-6,-3,buy
58763,2,0.13999999999999996,-7,-4,sell
58764,1,0.06999999999999998,-5,-2,sell
58765,1,0.02999999999999997,-4,-1,sell
58766,-1,0.01999999999999997,-3,0,buy
58765,-2,0.08999999999999997,-4,-1,buy
58763,-1,0.14999999999999997,-6,-4,buy
58762,-1,0.18,-7,-5,buy
58761,-1,0.19,-8,-6,buy
58760,1,0.23000000000000004,-9,-7,sell
58761,-3,0.13999999999999996,-8,-6,buy
58759,-2,0.25000000000000006,-11,-10,buy
58758,1,0.2700000000000001,-13,-12,sell
58759,1,0.18,-12,-11,sell
58760,-2,0.13999999999999996,-11,-10,buy
58759,-2,0.24000000000000005,-13,-12,buy
58758,-1,0.26000000000000006,-15,-14,buy
58757,-1,0.3000000000000001,-16,-15,buy
58756,-1,0.3100000000000001,-17,-16,buy
58755,-1,0.3200000000000001,-18,-17,buy
58754,-1,0.35000000000000014,-19,-18,buy
58752,-1,0.3900000000000002,-20,-20,buy
58751,-1,0.4000000000000002,-21,-21,buy
58750,1,0.4300000000000002,-22,-22,sell
58751,-1,0.34000000000000014,-21,-21,buy
58750,1,0.4000000000000002,-22,-22,sell
58751,1,0.34000000000000014,-21,-21,sell
58752,1,0.3000000000000001,-20,-20,sell
58753,1,0.2900000000000001,-19,-19,sell
58754,-1,0.25000000000000006,-18,-18,buy
58753,-2,0.35000000000000014,-19,-19,buy
58751,3,0.4000000000000002,-21,-22,sell
58752,-2,0.3200000000000001,-18,-19,buy
58751,-2,0.4100000000000002,-20,-21,buy
58750,1,0.4400000000000002,-22,-23,sell
58751,-1,0.34000000000000014,-21,-22,buy
58750,2,0.4000000000000002,-22,-23,sell
58751,1,0.3300000000000001,-20,-21,sell
58752,1,0.3000000000000001,-19,-20,sell
58753,-2,0.2900000000000001,-18,-19,buy
58752,-1,0.36000000000000015,-20,-21,buy
58751,2,0.3900000000000002,-21,-22,sell
58753,-1,0.2900000000000001,-19,-19,buy
58752,-1,0.35000000000000014,-20,-20,buy
58751,-1,0.3900000000000002,-21,-21,buy
58750,1,0.4000000000000002,-22,-22,sell
58751,1,0.34000000000000014,-21,-21,sell
58752,-1,0.3000000000000001,-20,-20,buy
58751,-2,0.3900000000000002,-21,-21,buy
58750,2,0.4100000000000002,-23,-23,sell
58751,1,0.3300000000000001,-21,-21,sell
58752,-1,0.3000000000000001,-20,-20,buy
58751,1,0.3900000000000002,-21,-21,sell
58752,-1,0.3000000000000001,-20,-20,buy
58751,1,0.3900000000000002,-21,-21,sell
58752,1,0.3000000000000001,-20,-20,sell
58753,-1,0.2900000000000001,-19,-19,buy
58752,1,0.35000000000000014,-20,-20,sell
58753,1,0.2900000000000001,-19,-19,sell
58754,-1,0.25000000000000006,-18,-18,buy
58753,-1,0.35000000000000014,-19,-19,buy
58752,-2,0.3900000000000002,-20,-20,buy
58751,1,0.4100000000000002,-22,-22,sell
58752,1,0.34000000000000014,-21,-21,sell
58753,2,0.3000000000000001,-20,-20,sell
58754,1,0.2800000000000001,-18,-18,sell
58755,1,0.24000000000000005,-17,-17,sell
58756,2,0.22000000000000003,-16,-16,sell
58758,-2,0.16999999999999998,-14,-13,buy
58757,1,0.26000000000000006,-16,-15,sell
58758,1,0.18,-15,-14,sell
58759,1,0.13999999999999996,-14,-13,sell
58760,-1,0.12999999999999995,-13,-12,buy
58759,-1,0.19,-14,-13,buy
58758,1,0.23000000000000004,-15,-14,sell
58759,1,0.13999999999999996,-14,-13,sell
58760,1,0.12999999999999995,-13,-12,sell
58761,-1,0.07999999999999997,-12,-11,buy
58760,1,0.13999999999999996,-13,-12,sell
58761,-1,0.07999999999999997,-12,-11,buy
58760,-1,0.13999999999999996,-13,-12,buy
58759,1,0.19,-14,-13,sell
58760,1,0.12999999999999995,-13,-12,sell
58761,-1,0.07999999999999997,-12,-11,buy
58760,1,0.13999999999999996,-13,-12,sell
58761,-2,0.07999999999999997,-12,-11,buy
58760,-1,0.14999999999999997,-14,-13,buy
58759,2,0.19,-15,-14,sell
58760,1,0.11999999999999995,-13,-12,sell
58761,1,0.07999999999999997,-12,-11,sell
58762,-2,0.06999999999999998,-11,-10,buy
58761,-3,0.14999999999999997,-13,-12,buy
58760,1,0.21000000000000002,-16,-15,sell
58761,2,0.12999999999999995,-15,-14,sell
58762,-2,0.06999999999999998,-13,-12,buy
58761,-1,0.14999999999999997,-15,-14,buy
58760,-1,0.19,-16,-15,buy
58759,1,0.23000000000000004,-17,-16,sell
58760,-1,0.13999999999999996,-16,-15,buy
58759,1,0.23000000000000004,-17,-16,sell
58760,2,0.13999999999999996,-16,-15,sell
58761,-1,0.11999999999999995,-14,-13,buy
58760,-1,0.19,-15,-14,buy
58759,1,0.23000000000000004,-16,-15,sell
58760,-2,0.13999999999999996,-15,-14,buy
58759,1,0.24000000000000005,-17,-16,sell
58760,-1,0.13999999999999996,-16,-15,buy
58759,-1,0.23000000000000004,-17,-16,buy
58758,1,0.25000000000000006,-18,-17,sell
58759,1,0.18,-17,-16,sell
58760,-1,0.13999999999999996,-16,-15,buy
58759,1,0.23000000000000004,-17,-16,sell
58760,1,0.13999999999999996,-16,-15,sell
58761,-1,0.12999999999999995,-15,-14,buy
58760,-1,0.19,-16,-15,buy
58759,1,0.23000000000000004,-17,-16,sell
58760,-1,0.13999999999999996,-16,-15,buy
58759,1,0.23000000000000004,-17,-16,sell
58760,-1,0.13999999999999996,-16,-15,buy
58759,2,0.23000000000000004,-17,-16,sell
58761,2,0.12999999999999995,-15,-13,sell
58762,2,0.06999999999999998,-13,-11,sell
58763,-1,0.049999999999999975,-11,-9,buy
58762,-1,0.13999999999999996,-12,-10,buy
58761,-2,0.14999999999999997,-13,-11,buy
58760,1,0.2,-15,-13,sell
58761,-1,0.12999999999999995,-14,-12,buy
58760,-1,0.19,-15,-13,buy
58759,-1,0.23000000000000004,-16,-14,buy
58758,1,0.25000000000000006,-17,-15,sell
58759,-1,0.18,-16,-14,buy
58758,2,0.25000000000000006,-17,-15,sell
58759,-1,0.16999999999999998,-15,-13,buy
58758,1,0.25000000000000006,-16,-14,sell
58759,1,0.18,-15,-13,sell
58760,-1,0.13999999999999996,-14,-12,buy
58759,-1,0.23000000000000004,-15,-13,buy
