# #stocks, #noise, #price, #walk, #kn, #action
4532,-60,0,0,0,buy
4471,-13,0.015000000000000006,-60,-61,buy
4458,-26,0.01800000000000001,-73,-74,buy
4429,-15,0.023000000000000013,-99,-103,buy
4410,-25,0.026000000000000016,-114,-122,buy
4382,37,0.03000000000000002,-139,-150,sell
4422,27,0.013000000000000005,-102,-110,sell
4449,80,0.007,-75,-83,sell
4531,-26,-0.002,5,-1,buy
4505,30,0.004,-21,-27,sell
4545,70,-0.003,9,13,sell
4624,-13,-0.011000000000000003,79,92,buy
4609,13,-0.004,66,77,sell
4624,-9,-0.011000000000000003,79,92,buy
4609,-18,-0.004,70,77,buy
4586,-56,0.0,52,54,buy
4527,-45,0.009000000000000001,-4,-5,buy
4482,-14,0.01900000000000001,-49,-50,buy
4466,28,0.02100000000000001,-63,-66,sell
4498,78,0.007,-35,-34,sell
4579,41,-0.003,43,47,sell
4624,86,-0.011000000000000003,84,92,sell
4714,45,-0.01900000000000001,170,182,sell
4764,50,-0.026000000000000016,215,232,sell
4814,-13,-0.03200000000000002,265,282,buy
4801,-2,-0.02000000000000001,252,269,buy
4795,26,-0.01800000000000001,250,263,sell
4822,-33,-0.03400000000000002,276,290,buy
4783,-27,-0.014000000000000005,243,251,buy
4754,4,-0.008,216,222,sell
4759,-33,-0.013000000000000005,220,227,buy
4718,-12,-0.002,187,186,buy
4702,43,0.0,175,170,sell
4745,-123,-0.012000000000000004,218,213,buy
4618,-89,0.014000000000000005,95,86,buy
4529,-5,0.037000000000000026,6,-3,buy
4520,-57,0.03900000000000003,1,-12,buy
4462,32,0.05000000000000004,-56,-70,sell
4502,24,0.024000000000000014,-24,-30,sell
4526,-7,0.01800000000000001,0,-6,buy
4518,9,0.026000000000000016,-7,-14,sell
4528,45,0.017000000000000008,2,-4,sell
4578,-3,0.006,47,46,buy
4575,18,0.008,44,43,sell
4593,19,0.003,62,61,sell
4620,57,0.0,81,88,sell
4681,19,-0.012000000000000004,138,149,sell
4710,-27,-0.01800000000000001,157,178,buy
4683,16,-0.005,130,151,sell
4702,-53,-0.016000000000000007,146,170,buy
4643,80,0.0,93,111,sell
4725,-17,-0.03000000000000002,173,193,buy
4707,-11,-0.017000000000000008,156,175,buy
4694,-38,-0.014000000000000005,145,162,buy
4656,66,-0.006,107,124,sell
4725,-36,-0.02900000000000002,173,193,buy
4689,-15,-0.012000000000000004,137,157,buy
4673,56,-0.009000000000000001,122,141,sell
4737,-11,-0.036000000000000025,178,205,buy
4726,16,-0.023000000000000013,167,194,sell
4751,-1,-0.03800000000000003,183,219,buy
4750,7,-0.03200000000000002,182,218,sell
4764,-4,-0.03900000000000003,189,232,buy
4760,-44,-0.02900000000000002,185,228,buy
4710,-4,-0.016000000000000007,141,178,buy
4705,38,-0.014000000000000005,137,173,sell
4744,13,-0.03400000000000002,175,212,sell
4761,-21,-0.03800000000000003,188,229,buy
4734,21,-0.02100000000000001,167,202,sell
4755,-60,-0.037000000000000026,188,223,buy
4695,51,-0.012000000000000004,128,163,sell
4747,-3,-0.035000000000000024,179,215,buy
4742,-5,-0.027000000000000017,176,210,buy
4736,-24,-0.022000000000000013,171,204,buy
4710,31,-0.015000000000000006,147,178,sell
4741,94,-0.03200000000000002,178,209,sell
4838,-17,-0.05300000000000004,272,306,buy
4821,45,-0.03400000000000002,255,289,sell
4869,-44,-0.058000000000000045,300,337,buy
4815,15,-0.026000000000000016,256,283,sell
4830,92,-0.04000000000000003,271,298,sell
4922,-59,-0.06900000000000005,363,390,buy
4863,-2,-0.02700000000000001,304,331,buy
4858,-19,-0.02500000000000001,302,326,buy
4833,-64,-0.016,283,301,buy
4768,-14,-0.000999999999999993,219,236,buy
4744,-45,0.002000000000000007,205,212,buy
4696,-36,0.020000000000000018,160,164,buy
4658,-6,0.03500000000000003,124,126,buy
4644,-55,0.041000000000000036,118,112,buy
4587,-76,0.05600000000000005,63,55,buy
4502,-2,0.07200000000000006,-13,-30,buy
4498,-65,0.07300000000000006,-15,-34,buy
4426,-66,0.08300000000000007,-80,-106,buy
4360,84,0.09500000000000008,-146,-172,sell
4444,-61,0.006000000000000007,-62,-88,buy
4383,-47,0.027000000000000024,-123,-149,buy
4336,24,0.04500000000000004,-170,-196,sell
4360,-43,0.025000000000000022,-146,-172,buy
4312,5,0.05600000000000005,-189,-220,sell
4319,-14,0.041000000000000036,-184,-213,buy
4299,7,0.1050000000000001,-198,-233,sell
4311,20,0.049000000000000044,-191,-221,sell
4332,26,0.019000000000000017,-171,-200,sell
4360,7,0.010000000000000009,-145,-172,sell
4368,-12,0.007000000000000007,-138,-164,buy
4355,28,0.015000000000000013,-150,-177,sell
4400,16,0.001000000000000007,-122,-132,sell
4425,-54,-0.001999999999999993,-106,-107,buy
4371,12,0.010000000000000009,-160,-161,sell
